,index,distance,pert point,ori point
44,44,0.04170862092972042,"[ 0.46401729  0.8886364  -0.16305677  0.04702794 -0.06022667  0.66820577
  1.00105486  0.89860284  0.88518652  0.49293189  1.2048125  -0.07874517
 -0.12849745  0.07667791 -0.02456811 -0.02593637  0.06968241 -0.15151949
 -0.08762435  0.06781254  0.12765118  0.33980391  0.02621313  0.06895042
 -0.05726376 -0.25798302 -0.21320494 -0.05305921  0.05264623  0.95211855
  0.11744772  0.2555402  -0.01373875 -0.05676486  0.27346011 -0.17656056
  0.36222909 -0.16703514 -0.12568207 -0.10062452 -0.00515798  0.28061142
  0.19588722 -0.16533067  0.02697794 -0.05149593  0.00202504 -0.09169726
  0.05839231  0.05377866 -0.08241393  0.10544522  0.15626457  0.10121804]","[0.42571286 0.99444444 0.1969697  0.02147459 0.22609819 0.43375018
 0.78346457 0.84645669 0.6023622  0.25135926 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
45,45,0.022481862667676246,"[ 5.66159616e-01  8.41433682e-02  9.08287793e-02  2.84032280e-01
  2.78844191e-01  1.82550346e-01  8.70488573e-01  9.02361541e-01
  5.72063942e-01  3.64855415e-01  9.49607091e-01 -2.27265418e-03
  2.25033817e-03  5.27159264e-02  5.25712776e-02  4.39650975e-03
  7.77680301e-03  1.08242966e-03 -5.34677010e-03  5.51161581e-05
  4.31333387e-03 -1.70771762e-03 -1.22353379e-02 -5.54869651e-03
  2.95139789e-04  9.26647806e-03  3.71144535e-03  2.00460899e-03
 -1.65846359e-03  5.82407089e-03 -4.96952237e-03  4.58398394e-03
  8.97531305e-03  4.92569056e-03  7.41645059e-03  1.03269741e-05
  9.53327196e-01  4.25699869e-03  2.30275902e-03 -9.07245104e-03
 -3.61941442e-03 -1.25718811e-02 -9.82032434e-04  9.69119378e-04
  1.25300914e-03  2.97828966e-03  1.14704089e-02 -4.01060417e-03
  1.93571341e-03  4.42795548e-03  3.30372560e-03  1.98120457e-03
 -1.31615131e-04  4.47686039e-03]","[0.60430215 0.06944444 0.07575758 0.28919112 0.27260982 0.19853871
 0.85826772 0.9015748  0.58267717 0.40401506 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
46,46,0.004945604533017991,"[ 5.96605893e-01  1.45790768e-01  1.68424356e-01  2.42380300e-01
  2.42941083e-01  5.41236867e-01  8.83305104e-01  8.49315367e-01
  4.89749691e-01  3.47319769e-01  1.00048005e+00  7.66261764e-06
 -3.82584569e-04  1.14396869e-05  9.92602466e-04 -9.98321217e-05
  6.19638207e-04  3.33153727e-04  6.48601086e-05  7.97301206e-04
  1.29260277e-04  3.55127804e-04  7.36134824e-05  3.17568522e-06
 -1.68266449e-04  3.99334200e-04 -3.08191198e-04  2.98611888e-04
 -1.50101620e-04 -1.80071860e-04 -1.97340753e-04  5.86859740e-04
  7.58819541e-04  4.74442312e-04  5.39769636e-05 -9.48763307e-04
  3.75587910e-04  9.91363153e-01  9.36038734e-04 -2.73740659e-04
 -1.64258211e-05 -5.44574503e-05  2.73391414e-04 -1.51531039e-04
  3.80303655e-04  2.11722049e-04  5.68867927e-04  4.95730012e-04
  3.33900769e-04  4.16100880e-04 -1.81493859e-04  2.28231565e-05
  8.53950602e-03 -7.31589876e-05]","[0.59429715 0.13888889 0.16666667 0.24266285 0.24031008 0.54166081
 0.88582677 0.8503937  0.48818898 0.34532274 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
47,47,0.03777381941190416,"[ 7.19040093e-01  3.47071623e-02  2.41403333e-01  2.96851948e-01
  3.42327173e-01  3.84910720e-01  8.77658062e-01  7.47027784e-01
  5.75535387e-01  8.27468546e-02  2.09925091e-02  1.16739240e-01
  9.57338393e-01 -1.93447894e-02  1.04264727e-01 -4.96443884e-02
  1.40406807e-01  1.46390903e-01 -6.94842912e-02  1.40669529e-01
  8.71744337e-02  9.82161445e-02 -1.12120990e-01 -1.35554424e-01
  9.24253977e-01 -2.01276655e-01  6.62499597e-02 -9.83021219e-02
 -6.26003675e-02  3.23142012e-02  3.62409656e-02 -7.82970028e-02
  8.84256359e-02  3.76039897e-03 -5.24431857e-03  3.06844874e-02
  1.00714071e-01  3.65367909e-02 -1.00296169e-01 -7.37577251e-02
  4.33310962e-02  7.57161781e-04 -1.34426508e-01 -1.08617608e-02
 -1.43893983e-02  4.14813230e-02  1.35204809e-01  7.67284114e-02
 -8.35878140e-02 -1.47288853e-02 -2.51319923e-02  2.02570301e-01
 -1.40398036e-01  2.03256734e-01]","[0.51775888 0.08333333 0.22727273 0.3357194  0.38888889 0.33103836
 0.84251969 0.81102362 0.48818898 0.07542172 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
48,48,0.17913129055859214,"[ 1.98706491e+00 -4.96243014e-01  6.11262466e-01 -1.20484055e+00
  5.51707133e-01  6.59798587e-01  2.68346391e-01  1.49318116e+00
  6.58771662e-01  8.05964296e-01  7.82399950e-01  2.88173052e-01
  5.92776670e-01 -3.96487928e-01 -6.18139613e-01  9.43758327e-01
  4.69427128e-01 -3.38995161e-01 -1.15024035e+00 -1.43389845e-03
 -8.54872416e-01 -4.66776207e-01 -2.91339397e-01  1.14621737e-01
  3.43386831e-01 -1.63099806e-01  1.14512863e-01  6.31254477e-02
 -2.85373835e-01  9.21528457e-01  1.58780709e-01  4.53330392e-02
 -1.58484419e-01  1.03570563e+00 -1.10625903e-01  6.50947415e-01
 -3.65023681e-01  2.45306555e-01 -1.57082549e+00 -6.68103161e-02
 -5.84612571e-01 -5.50052938e-01 -2.14399478e-01 -1.80802247e-01
  5.78727833e-01 -9.49803019e-02 -8.43628194e-03 -9.27670022e-01
  6.45252736e-01 -1.20205749e+00  1.49262330e-01 -3.00217060e-02
  8.86794912e-01 -3.12350661e-01]","[0.4092046  0.19444444 0.13636364 0.31281317 0.25581395 0.13727694
 0.90551181 0.87795276 0.49212598 0.25637808 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
49,49,0.04357094573650494,"[ 3.26600101e-01  8.43370246e-01  5.05267393e-01  1.78861668e-01
  3.16481884e-01  8.34705428e-02  5.26113427e-01  8.07336210e-01
  9.84556192e-01  5.45103359e-01  1.80451219e-01 -4.91230172e-03
  1.00321507e+00 -2.08745445e-01 -6.87938164e-02  3.64901470e-02
 -5.58971751e-02 -4.39118778e-02  8.11953638e-02  1.98534500e-01
 -1.88726844e-01  2.25700828e-02 -8.09402574e-02  1.35899316e-01
  8.03588640e-02 -3.24602071e-02 -1.53414305e-01  2.82998095e-01
  1.62489827e-02  1.00241314e-01  9.81578721e-01 -1.12307684e-01
 -1.70360073e-01  2.26625228e-01  1.37858068e-01  8.71373752e-02
  1.48091786e-01 -3.07451759e-02  7.14992035e-02 -3.15693491e-04
 -1.29427079e-01 -3.29174512e-02  4.68044315e-02 -1.00300337e-01
 -4.76541573e-02  1.85218548e-01  3.07203216e-02 -3.42880393e-01
  1.63266160e-01 -5.89643821e-02  2.49960330e-03  1.82121386e-01
 -3.58025032e-02 -1.67884209e-01]","[0.46673337 0.72777778 0.39393939 0.23979957 0.27260982 0.25094843
 0.57874016 0.95275591 0.8976378  0.29722571 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
50,50,0.022140112766446556,"[ 2.83328059e-01  6.99512602e-01  2.16124717e-01  2.65406989e-02
  2.47566943e-01  1.54572807e-01  7.17021553e-01  9.76886681e-01
  7.65501163e-01  2.18937446e-01  4.34428945e-03 -3.08352985e-03
  5.08918286e-02  9.43746586e-01 -3.25487818e-03 -1.08462393e-02
  2.05731038e-02  9.37167616e-03  1.14566999e-02 -1.31363663e-02
  1.68406261e-02  6.46532536e-03  1.89331486e-02  9.39925030e-01
 -1.02896664e-02 -9.10442721e-03 -6.19381607e-04  1.04639785e-03
 -7.20610340e-03 -7.23766774e-03  1.26818110e-02  4.16564451e-03
  4.47197873e-03  4.60283159e-03  5.52950407e-03  1.67020206e-02
 -7.46215195e-04 -2.32923402e-02 -1.82182572e-04  1.41948405e-02
  1.02800589e-02 -8.19469436e-03  6.06792218e-03 -1.43918310e-02
  8.13291199e-03 -1.10566844e-02 -1.58138139e-03  1.77413118e-03
  2.55545186e-02 -4.46297580e-04  7.88326785e-03 -6.89505989e-03
  3.71031637e-02 -7.07500259e-03]","[0.24712356 0.75       0.22727273 0.03006442 0.23514212 0.13390474
 0.7007874  0.96062992 0.80314961 0.21009341 0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
51,51,0.014300012445177616,"[ 5.79240482e-01  1.54278775e-01  1.70784069e-01  1.03329934e-01
  2.14373353e-01  2.28260470e-01  8.97357119e-01  8.45179476e-01
  4.76152114e-01  2.74230006e-01  1.00141290e+00 -2.92957194e-03
  2.15168648e-03 -2.37217800e-03 -1.84719179e-03  4.55072014e-03
  2.36403861e-04 -4.71200888e-05 -7.93923833e-04  4.88774942e-03
  1.18069337e-03  6.67225012e-03  2.83506988e-03  1.93107572e-03
  1.36819093e-03  4.04056861e-03 -3.72663259e-04  1.00839674e-03
 -1.00570771e-03  6.00843544e-05  3.81087784e-03  3.28504216e-03
 -6.49232748e-03 -3.89503451e-03 -9.42861485e-03  9.79687640e-04
 -3.36655668e-04  2.73967944e-04  1.72942754e-03  1.46668368e-04
  5.24880925e-03  5.22625833e-05 -4.92765605e-04  9.97563606e-01
  5.31135517e-04  9.15288679e-04 -2.09121237e-03 -2.37646506e-03
 -4.79141352e-03  8.09183042e-03  3.48387206e-03  4.11782391e-03
  2.55713234e-03 -1.48792568e-03]","[0.56878439 0.14722222 0.16666667 0.09591983 0.2118863  0.22537586
 0.89370079 0.84645669 0.47637795 0.2685069  1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
52,52,0.04990693996766289,"[ 6.21872921e-01  3.75202110e-01  1.98773123e-01  2.11150949e-01
  2.52581168e-01  5.85944683e-01  9.40445293e-01  9.05449192e-01
  5.09910037e-01  3.50919316e-01  1.00045103e+00 -3.00836365e-03
 -1.11889167e-02 -2.95672806e-03  1.87241839e-02 -1.49701051e-03
 -8.28928571e-03 -1.40737402e-03  8.60887692e-03  3.38890429e-03
  4.77881929e-03  7.56323639e-03  6.86576748e-05 -1.12458277e-02
 -1.39089308e-03 -1.28185316e-03  1.39269245e-02 -7.33374135e-04
  6.91526829e-03 -3.05280567e-03  9.53224709e-03  8.59133171e-04
  1.99735370e-02  4.27482613e-03 -1.14920626e-03 -2.58309136e-03
 -1.93809264e-02  3.57308165e-03  1.05227376e-03  3.52468086e-03
  9.20749990e-03  8.93756940e-03  9.91332802e-01  1.62905476e-02
 -2.57640131e-03 -3.78407910e-03 -1.47729541e-02  6.35083289e-03
 -1.12697705e-02  1.01657264e-04 -1.01167477e-02  5.20044000e-03
 -1.27179855e-02 -1.11962454e-03]","[0.5927964  0.38888889 0.18181818 0.20400859 0.23643411 0.55163693
 0.93700787 0.92913386 0.5        0.3389098  1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
53,53,0.014837237472870963,"[ 6.13406542e-01  2.36462636e-01  1.01740044e-01  2.44066987e-01
  3.59741510e-01  3.43458803e-01  8.96985701e-01  8.94826482e-01
  5.23252089e-01  2.36673706e-01 -3.84651540e-02 -4.25268540e-03
  1.01124945e+00  7.96928878e-03 -1.02906510e-02  2.01170582e-02
 -6.19796521e-03 -9.61492658e-03 -5.40139871e-03  1.96961622e-03
  1.79461044e-02  2.47627051e-03  1.24995254e-02 -2.32551584e-04
  6.92761621e-03 -2.05278171e-03  1.13265934e-02 -8.26934013e-03
 -6.49953975e-03  3.03657361e-03 -8.90100846e-03 -4.66896769e-03
  1.93550761e-02 -2.66189568e-02  1.93129309e-02  5.47271369e-03
 -1.43749585e-02  2.45756794e-03  3.14471304e-02 -9.97356865e-03
  2.23936057e-04  1.61850559e-02  1.08422384e-02 -4.72904269e-03
 -2.40031266e-03  9.59060728e-01  5.44401228e-03 -8.40594326e-03
  1.76980107e-02  5.03386398e-03  2.76262193e-03 -5.35051313e-03
  2.17812673e-02  4.93664819e-03]","[0.56828414 0.24444444 0.09090909 0.24266285 0.32299742 0.35070957
 0.9015748  0.90551181 0.53149606 0.24313397 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
54,54,0.03262931166443532,"[ 6.28416167e-01  6.55816200e-02  2.19786874e-01  6.92782387e-01
  4.97314920e-01  2.86062576e-01  8.49821422e-01  8.21631937e-01
  5.39150526e-01  2.79357385e-01  8.57862534e-03 -4.36116541e-03
  9.13389959e-01  8.60134045e-02  4.89387606e-04  1.41806417e-02
  3.47367793e-02  7.72185305e-02  1.80522604e-03 -2.03181259e-02
 -7.66984920e-05  6.49962548e-03 -6.01822181e-03 -2.95901180e-02
  1.12174035e-02  2.04947579e-02 -1.55851220e-02 -1.75331099e-03
 -2.50840599e-02  2.15322468e-02  4.01847166e-02  2.28814958e-03
 -2.81379546e-02  2.89600824e-03  8.39723530e-03 -1.50972538e-02
 -9.43904817e-03  2.04361318e-03 -8.31748664e-03 -1.52286209e-02
 -2.28101164e-02  5.84594323e-03 -4.58699139e-03 -1.66660628e-02
  8.00317136e-03  1.23870996e-02  2.00292865e-02 -1.25436583e-03
 -8.19048933e-03  5.44353445e-03  1.23323821e-02  9.35342088e-01
  2.03361763e-02  4.91308558e-03]","[0.69934967 0.05       0.1969697  0.78024338 0.53359173 0.31164817
 0.82283465 0.83464567 0.54330709 0.29220689 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.         0.         0.        ]"
55,55,0.01998646751926904,"[ 5.56257761e-01  3.40362180e-01  1.01493095e-01  1.96564108e-01
  2.68602577e-01  7.15235513e-01  9.17116410e-01  9.24836218e-01
  5.32728428e-01  5.28592693e-01  9.55387875e-01  4.86137713e-03
  7.70856167e-03  4.48326565e-02 -1.45815307e-05  2.59933144e-03
  4.42952869e-02  6.31417164e-03  1.36178891e-04  3.71331845e-03
 -5.03800968e-03 -4.98837033e-03 -5.08939653e-03  7.84283925e-04
  1.41627281e-04  2.70889695e-03  3.36997118e-03 -3.06168859e-03
 -3.90850291e-03  3.36312736e-04 -1.72586791e-03 -2.83313824e-04
 -2.67270526e-03  9.56277949e-01 -4.72563616e-03 -1.34066820e-03
  2.44647625e-03 -3.56165213e-03 -2.23981858e-03 -1.15768094e-03
 -1.14805634e-03 -5.17558628e-03 -5.54189748e-03 -1.89435763e-03
 -4.94739351e-04 -9.53191327e-04 -8.13400079e-03  7.38984926e-03
 -2.95408965e-03 -1.82367138e-03 -2.50421030e-03  2.97723068e-03
  9.12563454e-04  4.49400197e-04]","[0.57478739 0.33888889 0.09090909 0.20400859 0.27002584 0.74722495
 0.90944882 0.92519685 0.53937008 0.5584832  1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
56,56,0.03982632283182614,"[ 5.28315314e-01  4.83211261e-01  4.13627699e-01  2.15341405e-01
  3.45131427e-01  1.05841083e-01  8.16417971e-01  9.39600756e-01
  6.80424742e-01  1.47283730e-01  8.97700004e-01  4.90157868e-02
 -1.10089708e-03  1.24921861e-01  4.68662631e-02  2.81349931e-02
 -3.11284752e-02 -1.24924873e-03 -9.49561058e-02  1.50054872e-01
  8.81746696e-02  3.67162831e-02 -4.07832929e-02  4.42450379e-02
 -4.66025924e-02 -5.11781189e-02  6.68215634e-03  6.86532395e-03
 -5.89839820e-02 -1.59249892e-01 -1.47887444e-02 -1.60175118e-02
 -3.10759284e-03 -8.26736649e-02  1.82225323e-02  9.80767742e-01
 -3.07202523e-02  3.53794550e-02 -4.06870998e-02 -9.32722450e-02
  9.95159681e-02 -3.01269598e-02 -3.10718047e-02 -2.46174878e-02
  5.18454577e-02 -2.59150593e-02  1.45810677e-02  3.85587819e-02
  2.15077626e-04 -3.82744832e-03 -1.39228763e-02 -5.46571371e-02
  5.23749428e-02 -2.38862430e-02]","[0.68784392 0.55277778 0.3030303  0.22118826 0.30620155 0.07840382
 0.81889764 0.99606299 0.67322835 0.15530461 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
57,57,0.033763757158196135,"[0.61047174 0.11218262 0.22947739 0.16976948 0.29696963 0.42968256
 0.86987881 0.8086322  0.45460138 0.80227312 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.62731366 0.125      0.24242424 0.13600573 0.29586563 0.4048054
 0.87795276 0.7992126  0.43307087 0.80956364 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
58,58,0.029869352631551417,"[ 0.65374911  0.8996227   0.11053644  0.13232758  0.24092914  0.78000486
  0.77704678  0.90075456  0.60534499  0.7354824   1.01278421  0.05870064
  0.02795746 -0.05928739 -0.04690503  0.03084368  0.02796075  0.05583379
  0.03657882  0.03127855  0.08746053 -0.04238751  0.05175784 -0.01979911
 -0.03963163  0.92273156 -0.01736002  0.04064931 -0.00238844  0.01633184
 -0.01596826 -0.02009436 -0.07626649  0.04129172  0.03812292 -0.00431065
  0.07723246  0.02048173  0.07151276  0.04913692  0.03918119 -0.07652196
  0.0225917  -0.02006422  0.05039677  0.0348797  -0.00172612 -0.02195252
  0.02356323 -0.01921601  0.06497487  0.07235697 -0.02178594 -0.03564051]","[0.55827914 0.93888889 0.16666667 0.06800286 0.22739018 0.69017845
 0.77165354 0.88582677 0.65748031 0.83089363 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
59,59,0.05433342634485412,"[-0.11399665  0.27580318  0.16973537  0.1231525   0.45719435  0.11689069
  1.05019318  0.72696299  0.54723486  0.44813569  0.25346494 -0.0048072
 -0.07197547  0.82923039  0.88236868  0.03571363  0.05032458  0.09438005
 -0.23265015  0.12577708  0.06740819 -0.08577496 -0.14486233 -0.06102238
 -0.15731192  0.02620162 -0.32799599 -0.07899374 -0.00791171  0.15314987
  0.18905929  0.39038848 -0.03143274 -0.2483951   0.04555508 -0.01249575
 -0.07839777  0.14146296 -0.1611549   0.05052146 -0.10504703 -0.07885075
  0.02142001 -0.02415645  0.01539039 -0.04080162  0.07444581  0.02011731
 -0.05957993 -0.06280991  0.1268576   0.14094366  0.0702088   0.15304225]","[0.27163582 0.28611111 0.33333333 0.17322835 0.28294574 0.0893635
 0.98818898 0.80708661 0.27952756 0.08281054 0.         0.
 0.         1.         1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
60,60,0.006961912803961384,"[ 4.35465890e-01  3.27837257e-01  2.45689009e-01  1.08239854e-02
  2.42701767e-01  6.90135559e-02  9.68400400e-01  8.59898844e-01
  3.79453543e-01  7.54382231e-02  9.91724503e-01 -2.01520230e-02
  1.88298261e-02 -1.27213499e-02  3.20450877e-03 -4.45510577e-03
 -9.35306757e-03  1.01749122e-02 -3.30949436e-03 -7.25973961e-03
 -4.27958566e-03 -3.27909599e-03  1.07142474e-03  3.47882522e-03
  8.89518266e-03  1.23017575e-02  3.24121049e-03  2.12178896e-03
  8.55838611e-03 -1.18336409e-02 -1.69422939e-03  2.71831168e-03
 -7.60700858e-03  1.00205030e-02 -8.82479455e-03  1.10489321e-02
 -7.37760559e-03  1.03757708e-02  5.40575781e-03 -1.78147107e-02
  3.76254361e-03  1.30204679e-02 -5.11144706e-03  9.84200847e-01
 -1.38453180e-02  4.81839195e-03  1.20789544e-02  8.29003061e-03
 -2.03700821e-02  9.64565008e-04 -7.88662538e-03  3.22751846e-02
 -1.52858503e-02 -1.06306750e-02]","[0.40370185 0.31111111 0.24242424 0.02147459 0.23126615 0.0666011
 0.96850394 0.86614173 0.38188976 0.08420466 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
61,61,0.05037885658043458,"[ 6.34575185e-01  7.91418809e-01  1.46219632e-01  5.55342134e-01
  3.70891195e-01  7.77071923e-01  7.62515511e-01  9.38482080e-01
  7.13656223e-01  7.00250180e-01  9.96154584e-01 -1.03227773e-02
  1.54418425e-02 -4.50033398e-02 -2.11565067e-03 -4.27421630e-02
  5.37375345e-03  1.02515933e-02 -1.50903389e-02 -2.77862236e-04
  2.53649681e-02  7.60701405e-03  1.80973721e-02  3.94784914e-02
  6.11348098e-02 -2.97049228e-02 -3.16530523e-02  8.10495160e-04
  1.30538595e-02 -3.07265138e-02 -2.71935913e-02 -1.82792680e-02
  2.57095018e-02 -1.13491041e-02 -3.99715506e-03  5.01239758e-02
  1.95093261e-02  6.62406798e-02 -4.25153391e-02 -2.57900435e-02
 -5.48356550e-03 -1.35275724e-02  8.85493146e-01 -4.33196681e-02
  2.43913474e-03  4.39177308e-02 -2.28403245e-02  4.63170495e-02
 -8.98133677e-02  2.79510388e-02  6.59139834e-02 -3.13012656e-02
 -1.61232388e-02  8.28779705e-02]","[0.57978989 0.75       0.09090909 0.59699356 0.37855297 0.81649571
 0.80708661 0.95275591 0.69291339 0.81932246 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
62,62,0.04342240742760462,"[ 0.93470075  0.84404336  0.23395721  0.27948396  0.44819999  0.18126749
  0.65335841  0.87526749  0.58280301  0.1638068   0.02871002 -0.03288521
  0.91406884 -0.05368018 -0.12387547 -0.05768332  0.08293851 -0.10784851
 -0.02834814 -0.12604155 -0.00572789  0.15951821  0.03965421 -0.06766792
  0.09329278 -0.05977515  0.22203599 -0.0841002   0.07075562 -0.00829639
  0.00531671  0.00349091 -0.04390163  0.07075701 -0.05742896  0.05969696
  0.03100721  0.05574344  0.02020923  0.00184602  0.0331661  -0.02993662
  0.08779148  0.02512883 -0.12330725  0.92110696 -0.06237153  0.09337908
 -0.06303208 -0.08258471  0.01667805 -0.18924001  0.01279643  0.01521761]","[0.56928464 0.98888889 0.15151515 0.23622047 0.24418605 0.27820711
 0.80314961 0.87401575 0.61417323 0.14401227 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
63,63,0.05918627832679295,"[ 5.44141911e-01  8.55276002e-01  1.94065312e-01  6.96490983e-02
  3.12819810e-01  2.98917835e-01  6.76038413e-01  8.89403965e-01
  7.46224757e-01  3.34637726e-01  1.04706245e+00 -3.45600955e-02
  1.00963744e-02 -2.38674661e-02  3.20489012e-02 -2.90284371e-02
  5.80735557e-03 -5.84196900e-02  9.76601506e-03 -1.33155202e-02
  1.46730217e-02  2.04720189e-02 -2.36761762e-04 -4.90903230e-02
 -1.26299391e-02 -1.64122665e-02 -5.64186051e-03 -3.70478511e-02
 -2.68719332e-02  1.47795549e-02 -2.82281630e-02 -2.15299764e-02
 -7.12198906e-02  4.59522736e-02  6.51168920e-03 -6.41596382e-02
 -1.96785753e-02  4.90332306e-02 -6.36670725e-03 -2.50409149e-02
  2.88933008e-02  1.63648736e-02  9.49706124e-01 -3.43605573e-02
  1.54857755e-02 -4.67495580e-02 -2.65537654e-02 -6.26920319e-02
  1.41796516e-02 -4.57840337e-02  2.87796201e-02 -1.48056578e-02
  4.35577794e-02  6.53118917e-03]","[0.63531766 0.875      0.27272727 0.03006442 0.22222222 0.32836869
 0.66929134 0.87795276 0.75590551 0.41600446 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
